case_id,scenario,compromised,expected_disposition,final_disposition,compromise_probability,evidence_quality,asset_criticality,break_glass,authorization_issued,post_action_verified,latency_ms
test-00199-5507a9d,benign_travel,False,NO_ACTION,NO_ACTION,0.02758643,0.986286,0.748,False,False,True,0.565
test-00200-f7899a8,telemetry_gap,False,INVESTIGATE,INVESTIGATE,0.3962522,0.817029,0.629,False,False,True,0.466
test-00201-52c16a2,credential_dump_lateral,True,CONTAIN_REVERSIBLE,CONTAIN_REVERSIBLE,0.98662075,0.986286,0.652,False,True,True,0.71
test-00202-e48ddad,password_spray_success,True,CONTAIN_REVERSIBLE,CONTAIN_REVERSIBLE,0.99652581,0.986286,0.261,False,True,True,0.719
test-00203-287f9bb,prompt_injection_poisoning,True,INVESTIGATE,INVESTIGATE,0.90092845,0.61425,0.231,False,False,True,0.444
test-00204-d5cfbd9,password_spray_success,True,CONTAIN_REVERSIBLE,CONTAIN_REVERSIBLE,0.99083952,0.986286,0.205,False,True,True,0.773
test-00205-58db63f,benign_travel,False,NO_ACTION,NO_ACTION,0.05048974,0.986286,0.574,False,False,True,0.48
test-00206-5f46c79,sensor_conflict,False,INVESTIGATE,INVESTIGATE,0.33958513,0.880286,0.333,False,False,True,0.43
test-00207-1be8dd8,telemetry_gap,True,INVESTIGATE,INVESTIGATE,0.61335303,0.817029,0.926,False,False,True,0.404
test-00208-a6c8260,prompt_injection_poisoning,True,INVESTIGATE,INVESTIGATE,0.7988634,0.648,0.489,False,False,True,0.484
test-00209-3e27042,benign_travel,False,NO_ACTION,NO_ACTION,0.0211182,0.986286,0.564,False,False,True,0.419
test-00210-c08679d,privileged_token_theft,True,ESCALATE_HUMAN,ESCALATE_HUMAN,0.99106118,0.986286,0.973,False,False,True,0.515
test-00211-2e1501b,privileged_token_theft,True,CONTAIN_REVERSIBLE,CONTAIN_REVERSIBLE,0.96517265,0.986286,0.637,False,True,False,0.782
test-00212-fd363de,malicious_oauth_consent,True,CONTAIN_REVERSIBLE,CONTAIN_REVERSIBLE,0.99128707,0.986286,0.443,False,True,True,0.716
test-00213-b775567,privileged_token_theft,True,CONTAIN_REVERSIBLE,CONTAIN_REVERSIBLE,0.99146866,0.986286,0.45,False,True,True,0.714
test-00214-85a86a8,benign_travel,False,NO_ACTION,NO_ACTION,0.0602157,0.986286,0.378,False,False,True,0.591
test-00215-aabd741,privileged_token_theft,True,ESCALATE_HUMAN,ESCALATE_HUMAN,0.99449832,0.986286,0.79,False,False,True,0.448
test-00216-241f29e,service_account_batch,False,NO_ACTION,NO_ACTION,0.02398271,0.986286,0.519,False,False,True,0.451
test-00217-171887a,benign_travel,False,NO_ACTION,NO_ACTION,0.02083619,0.986286,0.438,False,False,True,0.427
test-00218-7a7859f,credential_dump_lateral,True,CONTAIN_REVERSIBLE,CONTAIN_REVERSIBLE,0.99340703,0.986286,0.488,False,True,True,0.69
test-00219-69338b8,approved_maintenance,False,NO_ACTION,NO_ACTION,0.02194526,0.986286,0.412,False,False,True,0.504
test-00220-8549233,password_spray_success,True,CONTAIN_REVERSIBLE,CONTAIN_REVERSIBLE,0.96541033,0.986286,0.288,False,True,True,0.655
test-00221-c04c263,corporate_vpn_geolocation,False,NO_ACTION,NO_ACTION,0.04214446,0.986286,0.883,False,False,True,0.546
test-00222-30f0cc5,approved_maintenance,False,NO_ACTION,NO_ACTION,0.01898357,0.986286,0.395,False,False,True,0.484
test-00223-043f156,benign_travel,False,NO_ACTION,NO_ACTION,0.01260232,0.986286,0.912,False,False,True,0.475
test-00224-ce99388,benign_travel,False,ESCALATE_HUMAN,ESCALATE_HUMAN,0.04965799,0.986286,0.92,True,False,True,0.445
test-00225-3c15a1a,break_glass_drill,False,ESCALATE_HUMAN,ESCALATE_HUMAN,0.02424574,0.986286,0.92,True,False,True,0.469
test-00226-636cb38,privileged_token_theft,True,ESCALATE_HUMAN,ESCALATE_HUMAN,0.98135876,0.986286,0.868,False,False,True,0.43
test-00227-d6f7ac3,service_account_batch,False,NO_ACTION,NO_ACTION,0.02729662,0.986286,0.788,False,False,True,0.435
test-00228-c43c913,credential_dump_lateral,True,CONTAIN_REVERSIBLE,CONTAIN_REVERSIBLE,0.9885865,0.986286,0.368,False,True,True,0.669
test-00229-eb75521,password_spray_success,True,CONTAIN_REVERSIBLE,CONTAIN_REVERSIBLE,0.99557578,0.986286,0.54,False,True,True,0.669
test-00230-7a4d45f,privileged_token_theft,True,ESCALATE_HUMAN,ESCALATE_HUMAN,0.98915578,0.986286,0.857,False,False,True,0.445
test-00231-124b2a2,benign_travel,False,NO_ACTION,NO_ACTION,0.02738274,0.986286,0.732,False,False,True,0.482
test-00232-f9fffbc,benign_travel,False,NO_ACTION,NO_ACTION,0.01761939,0.986286,0.417,False,False,True,0.416
test-00233-93af130,approved_maintenance,False,NO_ACTION,NO_ACTION,0.02793693,0.986286,0.638,False,False,True,0.401
test-00234-2ebcae7,benign_travel,False,NO_ACTION,NO_ACTION,0.01171643,0.986286,0.429,False,False,True,0.41
test-00235-d0e22f3,credential_dump_lateral,True,CONTAIN_REVERSIBLE,CONTAIN_REVERSIBLE,0.99595708,0.986286,0.482,False,True,True,0.742
test-00236-2c337ac,corporate_vpn_geolocation,False,NO_ACTION,NO_ACTION,0.01419441,0.986286,0.584,False,False,True,0.449
test-00237-cb9c07c,sensor_conflict,True,INVESTIGATE,INVESTIGATE,0.62497506,0.880286,0.594,False,False,True,0.406
test-00238-8a3e56f,approved_maintenance,False,NO_ACTION,NO_ACTION,0.02269265,0.986286,0.812,False,False,True,0.405
test-00239-9e80cd7,corporate_vpn_geolocation,False,NO_ACTION,NO_ACTION,0.01332851,0.986286,0.45,False,False,True,0.398
test-00240-a744d03,approved_maintenance,False,NO_ACTION,NO_ACTION,0.03604206,0.986286,0.329,False,False,True,0.405
test-00241-993a291,approved_maintenance,False,NO_ACTION,NO_ACTION,0.06661854,0.986286,0.761,False,False,True,0.429
test-00242-086bb01,corporate_vpn_geolocation,False,NO_ACTION,NO_ACTION,0.01700253,0.986286,0.969,False,False,True,0.47
test-00243-7e80950,password_spray_success,True,CONTAIN_REVERSIBLE,CONTAIN_REVERSIBLE,0.99754793,0.986286,0.363,False,True,True,0.656
test-00244-99d8b9d,approved_maintenance,False,NO_ACTION,NO_ACTION,0.02124018,0.986286,0.67,False,False,True,0.468
test-00245-789b0d3,privileged_token_theft,True,CONTAIN_REVERSIBLE,CONTAIN_REVERSIBLE,0.99118198,0.986286,0.38,False,True,True,0.657
test-00246-4b6c209,corporate_vpn_geolocation,False,NO_ACTION,NO_ACTION,0.01725709,0.986286,0.707,False,False,True,0.416
test-00247-2e01c6c,malicious_oauth_consent,True,ESCALATE_HUMAN,ESCALATE_HUMAN,0.99618984,0.986286,0.853,False,False,True,0.424
test-00248-27c0f40,malicious_oauth_consent,True,ESCALATE_HUMAN,ESCALATE_HUMAN,0.98959416,0.986286,0.791,False,False,True,0.471
test-00249-fd79711,credential_dump_lateral,True,CONTAIN_REVERSIBLE,CONTAIN_REVERSIBLE,0.97566068,0.986286,0.376,False,True,True,0.691
test-00250-e2635b7,service_account_batch,False,NO_ACTION,NO_ACTION,0.02450092,0.986286,0.565,False,False,True,0.454
test-00251-f52034e,prompt_injection_poisoning,True,INVESTIGATE,INVESTIGATE,0.67319882,0.648,0.946,False,False,True,0.448
test-00252-0fd395e,privileged_token_theft,True,CONTAIN_REVERSIBLE,CONTAIN_REVERSIBLE,0.99140093,0.986286,0.727,False,True,True,0.694
test-00253-1940d42,credential_dump_lateral,True,CONTAIN_REVERSIBLE,CONTAIN_REVERSIBLE,0.967761,0.986286,0.65,False,True,True,0.698
test-00254-d0636d6,privileged_token_theft,True,CONTAIN_REVERSIBLE,CONTAIN_REVERSIBLE,0.99560308,0.986286,0.71,False,True,True,0.667
test-00255-2514bbf,corporate_vpn_geolocation,False,NO_ACTION,NO_ACTION,0.01600366,0.986286,0.546,False,False,True,0.444
test-00256-b129426,approved_maintenance,False,NO_ACTION,NO_ACTION,0.01961219,0.986286,0.171,False,False,True,0.451
test-00257-c506bd6,approved_maintenance,False,NO_ACTION,NO_ACTION,0.02354591,0.986286,0.857,False,False,True,0.41
test-00258-143a4b9,telemetry_gap,True,INVESTIGATE,INVESTIGATE,0.95286987,0.817029,0.786,False,False,True,0.394
test-00259-b358943,benign_travel,False,NO_ACTION,NO_ACTION,0.01634907,0.986286,0.879,False,False,True,0.401
test-00260-546c836,credential_dump_lateral,True,CONTAIN_REVERSIBLE,CONTAIN_REVERSIBLE,0.98197806,0.986286,0.433,False,True,True,0.697
test-00261-216e324,malicious_oauth_consent,True,CONTAIN_REVERSIBLE,CONTAIN_REVERSIBLE,0.99175477,0.986286,0.657,False,True,True,0.636
test-00262-e26c58b,approved_maintenance,False,NO_ACTION,NO_ACTION,0.02143245,0.986286,0.655,False,False,True,0.478
test-00263-600f0c1,prompt_injection_poisoning,False,INVESTIGATE,INVESTIGATE,0.32886404,0.648,0.329,False,False,True,0.413
test-00264-7a74646,corporate_vpn_geolocation,False,NO_ACTION,NO_ACTION,0.01910019,0.986286,0.924,False,False,True,0.438
test-00265-f4cecb6,telemetry_gap,False,INVESTIGATE,INVESTIGATE,0.68752386,0.817029,0.839,False,False,True,0.394
test-00266-31caaad,corporate_vpn_geolocation,False,NO_ACTION,NO_ACTION,0.01298125,0.986286,0.491,False,False,True,0.44
test-00267-dfa082e,corporate_vpn_geolocation,False,NO_ACTION,NO_ACTION,0.01940213,0.986286,0.761,False,False,True,0.415
test-00268-a9401dd,prompt_injection_poisoning,False,INVESTIGATE,INVESTIGATE,0.46027568,0.61425,0.895,False,False,True,0.546
test-00269-202690f,prompt_injection_poisoning,False,INVESTIGATE,INVESTIGATE,0.31797222,0.648,0.695,False,False,True,0.484
test-00270-07268b8,approved_maintenance,False,NO_ACTION,NO_ACTION,0.02351031,0.986286,0.56,False,False,True,0.414
test-00271-2936dba,telemetry_gap,False,INVESTIGATE,INVESTIGATE,0.47064424,0.817029,0.851,False,False,True,0.423
test-00272-f3d1730,password_spray_success,True,CONTAIN_REVERSIBLE,CONTAIN_REVERSIBLE,0.97757521,0.986286,0.339,False,True,True,0.642
test-00273-00f4bd8,credential_dump_lateral,True,CONTAIN_REVERSIBLE,CONTAIN_REVERSIBLE,0.99229201,0.986286,0.329,False,True,True,0.662
test-00274-97c2667,benign_travel,False,NO_ACTION,NO_ACTION,0.01868131,0.986286,0.826,False,False,True,0.414
test-00275-9366370,break_glass_drill,False,ESCALATE_HUMAN,ESCALATE_HUMAN,0.04166859,0.986286,0.92,True,False,True,0.443
test-00276-bfb50a0,password_spray_success,True,CONTAIN_REVERSIBLE,CONTAIN_REVERSIBLE,0.99877727,0.986286,0.668,False,True,True,0.652
test-00277-8f3f967,approved_maintenance,False,NO_ACTION,NO_ACTION,0.02908447,0.986286,0.725,False,False,True,0.411
test-00278-970bd86,corporate_vpn_geolocation,False,NO_ACTION,NO_ACTION,0.02127177,0.986286,0.861,False,False,True,0.398
test-00279-f95c53d,approved_maintenance,False,NO_ACTION,NO_ACTION,0.06090721,0.986286,0.56,False,False,True,0.454
test-00280-1037481,sensor_conflict,False,INVESTIGATE,INVESTIGATE,0.33152417,0.880286,0.648,False,False,True,0.398
test-00281-f930dd4,telemetry_gap,False,INVESTIGATE,INVESTIGATE,0.19632164,0.817029,0.841,False,False,True,0.387
test-00282-789bead,break_glass_drill,False,ESCALATE_HUMAN,ESCALATE_HUMAN,0.02424574,0.986286,0.92,True,False,True,0.472
test-00283-5f30335,benign_travel,False,NO_ACTION,NO_ACTION,0.0247836,0.986286,0.517,False,False,True,0.416
test-00284-2914fb2,password_spray_success,True,CONTAIN_REVERSIBLE,CONTAIN_REVERSIBLE,0.99637696,0.986286,0.74,False,True,True,0.638
test-00285-1f29576,corporate_vpn_geolocation,False,NO_ACTION,NO_ACTION,0.01581599,0.986286,0.618,False,False,True,0.412
test-00286-b432375,benign_travel,False,NO_ACTION,NO_ACTION,0.01173255,0.986286,0.76,False,False,True,0.466
test-00287-4a58909,credential_dump_lateral,True,CONTAIN_REVERSIBLE,CONTAIN_REVERSIBLE,0.98393105,0.986286,0.678,False,True,True,0.746
test-00288-ffcd059,prompt_injection_poisoning,True,INVESTIGATE,INVESTIGATE,0.84487971,0.648,0.285,False,False,True,0.488
test-00289-3cbaacf,password_spray_success,True,ESCALATE_HUMAN,ESCALATE_HUMAN,0.99913047,0.986286,0.787,False,False,True,0.418
test-00290-3093358,approved_maintenance,False,NO_ACTION,NO_ACTION,0.04802047,0.986286,0.326,False,False,True,0.402
test-00291-4dd2031,password_spray_success,True,CONTAIN_REVERSIBLE,CONTAIN_REVERSIBLE,0.97353445,0.986286,0.552,False,True,True,0.705
test-00292-bc95778,benign_travel,False,NO_ACTION,NO_ACTION,0.01529685,0.986286,0.409,False,False,True,0.437
test-00293-b4ee57b,password_spray_success,True,CONTAIN_REVERSIBLE,CONTAIN_REVERSIBLE,0.96790703,0.986286,0.443,False,True,True,0.638
test-00294-50fb0ee,service_account_batch,False,NO_ACTION,NO_ACTION,0.03366117,0.986286,0.62,False,False,True,0.44
test-00295-66f6a9e,credential_dump_lateral,True,ESCALATE_HUMAN,ESCALATE_HUMAN,0.99292722,0.986286,0.839,False,False,True,0.419
test-00296-6db51f9,password_spray_success,True,ESCALATE_HUMAN,ESCALATE_HUMAN,0.997728,0.986286,0.769,False,False,True,0.412
test-00297-3216ef5,break_glass_drill,False,ESCALATE_HUMAN,ESCALATE_HUMAN,0.02424574,0.986286,0.92,True,False,True,0.446
test-00298-7c2d564,privileged_token_theft,True,CONTAIN_REVERSIBLE,CONTAIN_REVERSIBLE,0.9892566,0.986286,0.255,False,True,True,0.724
test-00299-5a02576,telemetry_gap,True,INVESTIGATE,INVESTIGATE,0.71517013,0.817029,0.784,False,False,True,0.413
test-00300-e9463af,privileged_token_theft,True,ESCALATE_HUMAN,ESCALATE_HUMAN,0.99284395,0.986286,0.822,False,False,True,0.419
test-00301-a5cacd3,benign_travel,False,NO_ACTION,NO_ACTION,0.03933737,0.986286,0.941,False,False,True,0.457
test-00302-ae32365,privileged_token_theft,True,CONTAIN_REVERSIBLE,CONTAIN_REVERSIBLE,0.99237412,0.986286,0.1,False,True,True,0.637
test-00303-0f9aa82,benign_travel,False,NO_ACTION,NO_ACTION,0.01747979,0.986286,0.4,False,False,True,0.413
test-00304-cf08070,credential_dump_lateral,True,CONTAIN_REVERSIBLE,CONTAIN_REVERSIBLE,0.99233995,0.986286,0.332,False,True,True,0.858
test-00305-c1279bc,password_spray_success,True,CONTAIN_REVERSIBLE,CONTAIN_REVERSIBLE,0.96969848,0.986286,0.561,False,True,True,0.674
test-00306-d3df22d,approved_maintenance,False,NO_ACTION,NO_ACTION,0.01934163,0.986286,0.435,False,False,True,0.48
test-00307-683ea9a,credential_dump_lateral,True,CONTAIN_REVERSIBLE,CONTAIN_REVERSIBLE,0.98360401,0.986286,0.635,False,True,True,0.648
test-00308-47b2263,credential_dump_lateral,True,ESCALATE_HUMAN,ESCALATE_HUMAN,0.97150982,0.986286,0.952,False,False,True,0.416
test-00309-0df69ce,break_glass_drill,False,ESCALATE_HUMAN,ESCALATE_HUMAN,0.02424574,0.986286,0.92,True,False,True,0.411
test-00310-782d70a,credential_dump_lateral,True,CONTAIN_REVERSIBLE,CONTAIN_REVERSIBLE,0.9896372,0.986286,0.573,False,True,True,0.712
test-00311-25d493c,privileged_token_theft,True,CONTAIN_REVERSIBLE,CONTAIN_REVERSIBLE,0.97027239,0.986286,0.158,False,True,True,0.661
test-00312-2845d2a,service_account_batch,False,NO_ACTION,NO_ACTION,0.02951706,0.986286,0.957,False,False,True,0.458
test-00313-77da48c,telemetry_gap,True,INVESTIGATE,INVESTIGATE,0.95404619,0.817029,0.157,False,False,True,0.403
test-00314-f42df9f,sensor_conflict,True,INVESTIGATE,INVESTIGATE,0.8620774,0.880286,0.663,False,False,True,0.436
test-00315-63308be,credential_dump_lateral,True,CONTAIN_REVERSIBLE,CONTAIN_REVERSIBLE,0.98156037,0.986286,0.384,False,True,True,0.642
test-00316-bdcfee9,sensor_conflict,True,INVESTIGATE,INVESTIGATE,0.67151391,0.880286,0.652,False,False,True,0.427
test-00317-8cdefac,credential_dump_lateral,True,ESCALATE_HUMAN,ESCALATE_HUMAN,0.98987026,0.986286,0.915,False,False,True,0.413
test-00318-3832589,corporate_vpn_geolocation,False,NO_ACTION,NO_ACTION,0.01171144,0.986286,0.175,False,False,True,0.433
test-00319-68acde6,benign_travel,False,NO_ACTION,NO_ACTION,0.04581667,0.986286,0.404,False,False,True,0.405
test-00320-8ea7b53,privileged_token_theft,True,CONTAIN_REVERSIBLE,CONTAIN_REVERSIBLE,0.91791447,0.986286,0.2,False,True,True,0.649
test-00321-0f80b24,corporate_vpn_geolocation,False,NO_ACTION,NO_ACTION,0.01168941,0.986286,0.171,False,False,True,0.422
test-00322-891aad5,break_glass_drill,False,ESCALATE_HUMAN,ESCALATE_HUMAN,0.01805977,0.986286,0.92,True,False,True,0.459
test-00323-6876de9,privileged_token_theft,True,CONTAIN_REVERSIBLE,CONTAIN_REVERSIBLE,0.99215667,0.986286,0.628,False,True,True,0.637
test-00324-201700d,sensor_conflict,False,INVESTIGATE,INVESTIGATE,0.17958834,0.880286,0.424,False,False,True,0.408
test-00325-9fef732,corporate_vpn_geolocation,False,NO_ACTION,NO_ACTION,0.01136477,0.986286,0.733,False,False,True,0.454
test-00326-beb0aef,service_account_batch,False,NO_ACTION,NO_ACTION,0.02840548,0.986286,0.874,False,False,True,0.423
test-00327-e63ee17,corporate_vpn_geolocation,False,NO_ACTION,NO_ACTION,0.01654436,0.986286,0.945,False,False,True,0.403
test-00328-8d4b9a9,service_account_batch,False,NO_ACTION,NO_ACTION,0.02619129,0.986286,0.077,False,False,True,0.397
test-00329-8a674a1,privileged_token_theft,True,CONTAIN_REVERSIBLE,CONTAIN_REVERSIBLE,0.99126177,0.986286,0.693,False,True,True,0.677
test-00330-f2c16b5,password_spray_success,True,ESCALATE_HUMAN,ESCALATE_HUMAN,0.95376285,0.986286,0.81,False,False,True,0.414
test-00331-bacfb4e,service_account_batch,False,NO_ACTION,NO_ACTION,0.03535883,0.986286,0.727,False,False,True,0.407
test-00332-da50134,service_account_batch,False,NO_ACTION,NO_ACTION,0.02756344,0.986286,0.809,False,False,True,0.4
test-00333-0c6434a,privileged_token_theft,True,ESCALATE_HUMAN,ESCALATE_HUMAN,0.99285072,0.986286,0.824,False,False,True,0.418
test-00334-37d58a6,privileged_token_theft,True,ESCALATE_HUMAN,ESCALATE_HUMAN,0.9928157,0.986286,0.848,False,False,True,0.405
test-00335-523fa08,approved_maintenance,False,NO_ACTION,NO_ACTION,0.02320523,0.986286,0.86,False,False,True,0.409
test-00336-07fdbb6,privileged_token_theft,True,CONTAIN_REVERSIBLE,CONTAIN_REVERSIBLE,0.93803013,0.986286,0.542,False,True,False,0.689
test-00337-1ae7e53,prompt_injection_poisoning,False,INVESTIGATE,INVESTIGATE,0.18195611,0.648,0.938,False,False,True,0.426
test-00338-c3fb251,corporate_vpn_geolocation,False,NO_ACTION,NO_ACTION,0.020426,0.986286,0.774,False,False,True,0.41
test-00339-84dda24,corporate_vpn_geolocation,False,NO_ACTION,NO_ACTION,0.01367579,0.986286,0.211,False,False,True,0.452
test-00340-d5115f3,password_spray_success,True,ESCALATE_HUMAN,ESCALATE_HUMAN,0.99814217,0.986286,0.929,False,False,True,0.419
test-00341-168216a,telemetry_gap,True,INVESTIGATE,INVESTIGATE,0.30852936,0.817029,0.7,False,False,True,0.388
test-00342-3124068,service_account_batch,False,NO_ACTION,NO_ACTION,0.03295576,0.986286,0.574,False,False,True,0.472
test-00343-b5d4188,corporate_vpn_geolocation,False,NO_ACTION,NO_ACTION,0.01472889,0.986286,0.369,False,False,True,0.418
test-00344-01fa3f2,corporate_vpn_geolocation,False,NO_ACTION,NO_ACTION,0.01490269,0.986286,0.394,False,False,True,0.407
test-00345-4bd9541,corporate_vpn_geolocation,False,NO_ACTION,NO_ACTION,0.01158628,0.986286,0.774,False,False,True,0.474
test-00346-30dfd7f,password_spray_success,True,ESCALATE_HUMAN,ESCALATE_HUMAN,0.99591937,0.986286,0.755,False,False,True,0.474
test-00347-5b87986,credential_dump_lateral,True,CONTAIN_REVERSIBLE,CONTAIN_REVERSIBLE,0.99104487,0.986286,0.633,False,True,True,0.665
test-00348-191a44d,password_spray_success,True,ESCALATE_HUMAN,ESCALATE_HUMAN,0.95843757,0.986286,0.843,False,False,True,0.423
test-00349-27142a1,password_spray_success,True,ESCALATE_HUMAN,ESCALATE_HUMAN,0.9919202,0.986286,0.781,False,False,True,0.447
test-00350-6260422,privileged_token_theft,True,ESCALATE_HUMAN,ESCALATE_HUMAN,0.92136944,0.986286,0.92,True,False,True,0.407
test-00351-94d5b76,malicious_oauth_consent,True,CONTAIN_REVERSIBLE,CONTAIN_REVERSIBLE,0.9630681,0.986286,0.644,False,True,True,0.637
test-00352-55e957f,benign_travel,False,NO_ACTION,NO_ACTION,0.0162211,0.986286,0.818,False,False,True,0.418
test-00353-4280ffb,prompt_injection_poisoning,True,INVESTIGATE,INVESTIGATE,0.91428769,0.648,0.904,False,False,True,0.43
test-00354-c7dfce4,telemetry_gap,True,INVESTIGATE,INVESTIGATE,0.59605025,0.817029,0.774,False,False,True,0.388
test-00355-932b34a,telemetry_gap,True,INVESTIGATE,INVESTIGATE,0.82950985,0.817029,0.66,False,False,True,0.389
test-00356-b7dcea5,privileged_token_theft,True,CONTAIN_REVERSIBLE,CONTAIN_REVERSIBLE,0.99123285,0.986286,0.686,False,True,True,0.65
test-00357-3cfc1cc,password_spray_success,True,CONTAIN_REVERSIBLE,CONTAIN_REVERSIBLE,0.992057,0.986286,0.507,False,True,True,0.642
test-00358-60f8068,benign_travel,False,NO_ACTION,NO_ACTION,0.03969329,0.986286,0.525,False,False,True,0.421
test-00359-54835af,password_spray_success,True,CONTAIN_REVERSIBLE,CONTAIN_REVERSIBLE,0.99905466,0.986286,0.587,False,True,True,0.693
test-00360-3752093,benign_travel,False,NO_ACTION,NO_ACTION,0.14014697,0.986286,0.679,False,False,True,0.422
test-00361-dab62a2,credential_dump_lateral,True,CONTAIN_REVERSIBLE,CONTAIN_REVERSIBLE,0.99103314,0.986286,0.586,False,True,True,0.672
test-00362-583ce2d,credential_dump_lateral,True,CONTAIN_REVERSIBLE,CONTAIN_REVERSIBLE,0.95736055,0.986286,0.334,False,True,False,0.652
test-00363-7257cf0,credential_dump_lateral,True,ESCALATE_HUMAN,ESCALATE_HUMAN,0.9833334,0.986286,0.904,False,False,True,0.416
test-00364-089a5d8,benign_travel,False,NO_ACTION,NO_ACTION,0.01802629,0.986286,0.225,False,False,True,0.422
test-00365-d4769d0,malicious_oauth_consent,True,ESCALATE_HUMAN,ESCALATE_HUMAN,0.99270695,0.986286,0.951,False,False,True,0.432
test-00366-4e90a00,benign_travel,False,NO_ACTION,NO_ACTION,0.02095336,0.986286,0.788,False,False,True,0.406
test-00367-973ada3,corporate_vpn_geolocation,False,NO_ACTION,NO_ACTION,0.05183345,0.986286,0.717,False,False,True,0.396
test-00368-b41234e,break_glass_drill,False,ESCALATE_HUMAN,ESCALATE_HUMAN,0.0627373,0.986286,0.92,True,False,True,0.418
test-00369-1b0f68e,sensor_conflict,False,INVESTIGATE,INVESTIGATE,0.41073605,0.880286,0.678,False,False,True,0.639
test-00370-bc328bd,approved_maintenance,False,NO_ACTION,NO_ACTION,0.02447771,0.986286,0.353,False,False,True,0.578
test-00371-d9b96b3,corporate_vpn_geolocation,False,NO_ACTION,NO_ACTION,0.04350438,0.986286,0.179,False,False,True,0.48
test-00372-a90ef63,approved_maintenance,False,NO_ACTION,NO_ACTION,0.02268293,0.986286,0.483,False,False,True,0.417
test-00373-e09c95b,approved_maintenance,False,NO_ACTION,NO_ACTION,0.02863067,0.986286,0.691,False,False,True,0.405
test-00374-f4019cf,malicious_oauth_consent,True,CONTAIN_REVERSIBLE,CONTAIN_REVERSIBLE,0.99071682,0.986286,0.705,False,True,True,0.919
test-00375-c01283b,prompt_injection_poisoning,True,INVESTIGATE,INVESTIGATE,0.88010902,0.648,0.697,False,False,True,0.442
test-00376-f214fd3,prompt_injection_poisoning,True,INVESTIGATE,INVESTIGATE,0.7339295,0.648,0.722,False,False,True,0.422
test-00377-c7d079e,service_account_batch,False,NO_ACTION,NO_ACTION,0.03392554,0.986286,0.637,False,False,True,0.488
test-00378-17e85e3,malicious_oauth_consent,True,CONTAIN_REVERSIBLE,CONTAIN_REVERSIBLE,0.94071435,0.986286,0.482,False,True,False,0.668
test-00379-aeb3a92,malicious_oauth_consent,True,CONTAIN_REVERSIBLE,CONTAIN_REVERSIBLE,0.93669423,0.986286,0.629,False,True,True,0.688
test-00380-d5bfc46,approved_maintenance,False,NO_ACTION,NO_ACTION,0.18022063,0.986286,0.832,False,False,True,0.423
test-00381-5650355,benign_travel,False,NO_ACTION,NO_ACTION,0.02236556,0.986286,0.59,False,False,True,0.411
test-00382-a2288d9,malicious_oauth_consent,True,CONTAIN_REVERSIBLE,CONTAIN_REVERSIBLE,0.99030465,0.986286,0.222,False,True,True,0.636
test-00383-53a0bee,telemetry_gap,True,INVESTIGATE,INVESTIGATE,0.88715822,0.817029,0.296,False,False,True,0.532
test-00384-777430d,approved_maintenance,False,NO_ACTION,NO_ACTION,0.02454604,0.986286,0.359,False,False,True,0.416
test-00385-e9baeea,break_glass_drill,False,ESCALATE_HUMAN,ESCALATE_HUMAN,0.02424574,0.986286,0.92,True,False,True,0.449
test-00386-6431f87,password_spray_success,True,CONTAIN_REVERSIBLE,CONTAIN_REVERSIBLE,0.99763361,0.986286,0.748,False,True,True,0.71
test-00387-67d8126,credential_dump_lateral,True,CONTAIN_REVERSIBLE,CONTAIN_REVERSIBLE,0.99593208,0.986286,0.469,False,True,True,0.726
test-00388-47bb870,service_account_batch,False,NO_ACTION,NO_ACTION,0.02807871,0.986286,0.849,False,False,True,0.438
test-00389-9f9069c,corporate_vpn_geolocation,False,NO_ACTION,NO_ACTION,0.0304391,0.986286,0.14,False,False,True,0.429
test-00390-9544522,credential_dump_lateral,True,CONTAIN_REVERSIBLE,CONTAIN_REVERSIBLE,0.98896569,0.986286,0.146,False,True,True,0.645
test-00391-489b7b1,sensor_conflict,True,INVESTIGATE,INVESTIGATE,0.95792081,0.880286,0.415,False,False,True,0.46
test-00392-436609d,corporate_vpn_geolocation,False,NO_ACTION,NO_ACTION,0.01727929,0.986286,0.416,False,False,True,0.412
test-00393-d134b0d,corporate_vpn_geolocation,False,NO_ACTION,NO_ACTION,0.01422608,0.986286,0.295,False,False,True,0.404
test-00394-c1e05cc,prompt_injection_poisoning,True,INVESTIGATE,INVESTIGATE,0.96954522,0.648,0.816,False,False,True,0.415
test-00395-dee561e,approved_maintenance,False,NO_ACTION,NO_ACTION,0.01743502,0.986286,0.551,False,False,True,0.401
test-00396-8c97d02,corporate_vpn_geolocation,False,NO_ACTION,NO_ACTION,0.01325202,0.986286,0.863,False,False,True,0.408
test-00397-55a1526,privileged_token_theft,True,CONTAIN_REVERSIBLE,CONTAIN_REVERSIBLE,0.90141069,0.986286,0.071,False,True,True,0.63
test-00398-5939853,benign_travel,False,NO_ACTION,NO_ACTION,0.03987627,0.986286,0.677,False,False,True,0.452
test-00399-b44ca5a,corporate_vpn_geolocation,False,NO_ACTION,NO_ACTION,0.04075981,0.986286,0.188,False,False,True,0.413
